 ,Kill .,Date,Time,Area ID,Species ID,Number of Animals,Behavior ID,Consumption Stage (pile 1),Consumption Stage (pile 2),Consumption Stage (pile 3),. of obs,. of cars,Notes,Peck Count,sample period,Field1,Proofed
29758,23-264,12/1/2023,11:52,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,1,,,,,,
29759,23-264,12/1/2023,12:02,AT CARCASS,RAVEN,4,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29760,23-264,12/1/2023,12:02,AT CARCASS,COYOTE,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29761,23-264,12/1/2023,12:02,CARCASS ARENA,RAVEN,14,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29762,23-264,12/1/2023,12:02,CARCASS ARENA,MAGPIE,2,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29763,23-264,12/1/2023,12:02,FIELD OF VIEW,WOLF,12,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29764,23-264,12/1/2023,12:02,FIELD OF VIEW,RAVEN,21,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29765,23-264,12/1/2023,12:02,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29766,23-264,12/1/2023,12:12,AT CARCASS,WOLF,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29767,23-264,12/1/2023,12:12,CARCASS ARENA,RAVEN,23,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29768,23-264,12/1/2023,12:12,CARCASS ARENA,MAGPIE,2,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29769,23-264,12/1/2023,12:12,FIELD OF VIEW,WOLF,14,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29770,23-264,12/1/2023,12:12,FIELD OF VIEW,RAVEN,15,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29771,23-264,12/1/2023,12:12,FIELD OF VIEW,MAGPIE,1,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29772,23-264,12/1/2023,12:12,FIELD OF VIEW,COYOTE,1,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29773,23-264,12/1/2023,12:12,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,visibility poor with lighting and heat waves,,,,
29774,23-264,12/1/2023,12:12,FIELD OF VIEW,BALD EAGLE,1,PERCHED,3,,,1,,visibility poor with lighting and heat waves,,,,
29775,23-264,12/1/2023,12:22,AT CARCASS,WOLF,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29776,23-264,12/1/2023,12:22,AT CARCASS,MAGPIE,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29777,23-264,12/1/2023,12:22,CARCASS ARENA,RAVEN,23,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29778,23-264,12/1/2023,12:22,FIELD OF VIEW,WOLF,14,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29779,23-264,12/1/2023,12:22,FIELD OF VIEW,RAVEN,7,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29780,23-264,12/1/2023,12:22,FIELD OF VIEW,MAGPIE,2,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29781,23-264,12/1/2023,12:22,FIELD OF VIEW,GOLDEN EAGLE,1,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29782,23-264,12/1/2023,12:32,AT CARCASS,WOLF,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29783,23-264,12/1/2023,12:32,AT CARCASS,RAVEN,6,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29784,23-264,12/1/2023,12:32,CARCASS ARENA,WOLF,1,MILL,3,,,1,,visibility poor with lighting and heat waves,,,,
29785,23-264,12/1/2023,12:32,CARCASS ARENA,RAVEN,19,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29786,23-264,12/1/2023,12:32,CARCASS ARENA,MAGPIE,3,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29787,23-264,12/1/2023,12:32,FIELD OF VIEW,WOLF,13,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29788,23-264,12/1/2023,12:32,FIELD OF VIEW,RAVEN,6,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29789,23-264,12/1/2023,12:42,AT CARCASS,WOLF,2,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29790,23-264,12/1/2023,12:42,CARCASS ARENA,RAVEN,27,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29791,23-264,12/1/2023,12:42,CARCASS ARENA,MAGPIE,1,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29792,23-264,12/1/2023,12:42,FIELD OF VIEW,WOLF,13,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29793,23-264,12/1/2023,12:42,FIELD OF VIEW,RAVEN,12,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29794,23-264,12/1/2023,12:42,FIELD OF VIEW,MAGPIE,2,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29795,23-264,12/1/2023,12:52,CARCASS ARENA,WOLF,1,INTERSPECIES-INTERACTION,3,,,1,,"chasing ravens, visibility poor with lighting and heat waves",,,,
29796,23-264,12/1/2023,12:52,CARCASS ARENA,RAVEN,46,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29797,23-264,12/1/2023,12:52,FIELD OF VIEW,WOLF,13,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29798,23-264,12/1/2023,12:52,FIELD OF VIEW,RAVEN,5,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29799,23-264,12/1/2023,12:52,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29800,23-264,12/1/2023,13:02,AT CARCASS,RAVEN,27,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29801,23-264,12/1/2023,13:02,CARCASS ARENA,RAVEN,11,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29802,23-264,12/1/2023,13:02,FIELD OF VIEW,WOLF,13,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29803,23-264,12/1/2023,13:02,FIELD OF VIEW,RAVEN,6,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29804,23-264,12/1/2023,13:02,FIELD OF VIEW,GOLDEN EAGLE,1,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29805,23-264,12/1/2023,13:12,AT CARCASS,RAVEN,7,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29806,23-264,12/1/2023,13:12,AT CARCASS,GOLDEN EAGLE,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29807,23-264,12/1/2023,13:12,CARCASS ARENA,RAVEN,6,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29808,23-264,12/1/2023,13:12,CARCASS ARENA,MAGPIE,3,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29809,23-264,12/1/2023,13:12,FIELD OF VIEW,WOLF,15,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29810,23-264,12/1/2023,13:12,FIELD OF VIEW,RAVEN,13,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29811,23-264,12/1/2023,13:22,AT CARCASS,RAVEN,4,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29812,23-264,12/1/2023,13:22,AT CARCASS,GOLDEN EAGLE,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29813,23-264,12/1/2023,13:22,CARCASS ARENA,RAVEN,16,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29814,23-264,12/1/2023,13:22,CARCASS ARENA,MAGPIE,1,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29815,23-264,12/1/2023,13:22,FIELD OF VIEW,WOLF,15,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29816,23-264,12/1/2023,13:22,FIELD OF VIEW,RAVEN,11,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29817,23-264,12/1/2023,13:22,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,visibility poor with lighting and heat waves,,,,
29818,23-264,12/1/2023,13:22,FIELD OF VIEW,BALD EAGLE,1,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29819,23-264,12/1/2023,13:32,AT CARCASS,RAVEN,8,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29820,23-264,12/1/2023,13:32,AT CARCASS,GOLDEN EAGLE,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29821,23-264,12/1/2023,13:32,CARCASS ARENA,RAVEN,15,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29822,23-264,12/1/2023,13:32,CARCASS ARENA,MAGPIE,1,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29823,23-264,12/1/2023,13:32,FIELD OF VIEW,WOLF,15,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29824,23-264,12/1/2023,13:32,FIELD OF VIEW,RAVEN,6,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29825,23-264,12/1/2023,13:32,FIELD OF VIEW,MAGPIE,1,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29826,23-264,12/1/2023,13:32,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,visibility poor with lighting and heat waves,,,,
29827,23-264,12/1/2023,13:32,FIELD OF VIEW,BALD EAGLE,1,PERCHED,3,,,1,,visibility poor with lighting and heat waves,,,,
29828,23-264,12/1/2023,13:42,AT CARCASS,WOLF,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29829,23-264,12/1/2023,13:42,CARCASS ARENA,RAVEN,10,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29830,23-264,12/1/2023,13:42,CARCASS ARENA,MAGPIE,1,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29831,23-264,12/1/2023,13:42,FIELD OF VIEW,WOLF,14,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29832,23-264,12/1/2023,13:42,FIELD OF VIEW,RAVEN,8,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29833,23-264,12/1/2023,13:42,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,visibility poor with lighting and heat waves,,,,
29834,23-264,12/1/2023,13:42,FIELD OF VIEW,BALD EAGLE,1,PERCHED,3,,,1,,visibility poor with lighting and heat waves,,,,
29835,23-264,12/1/2023,13:52,AT CARCASS,WOLF,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29836,23-264,12/1/2023,13:52,AT CARCASS,RAVEN,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29837,23-264,12/1/2023,13:52,AT CARCASS,MAGPIE,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29838,23-264,12/1/2023,13:52,CARCASS ARENA,RAVEN,13,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29839,23-264,12/1/2023,13:52,FIELD OF VIEW,WOLF,14,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29840,23-264,12/1/2023,13:52,FIELD OF VIEW,RAVEN,7,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29841,23-264,12/1/2023,13:52,FIELD OF VIEW,COYOTE,2,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29842,23-264,12/1/2023,13:52,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,visibility poor with lighting and heat waves,,,,
29843,23-264,12/1/2023,14:02,AT CARCASS,WOLF,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29844,23-264,12/1/2023,14:02,AT CARCASS,RAVEN,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29845,23-264,12/1/2023,14:02,AT CARCASS,MAGPIE,1,FEED,3,,,1,,visibility poor with lighting and heat waves,,,,
29846,23-264,12/1/2023,14:02,CARCASS ARENA,RAVEN,23,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29847,23-264,12/1/2023,14:02,FIELD OF VIEW,WOLF,14,REST-SLEEP,3,,,1,,visibility poor with lighting and heat waves,,,,
29848,23-264,12/1/2023,14:02,FIELD OF VIEW,RAVEN,7,GROUND,3,,,1,,visibility poor with lighting and heat waves,,,,
29849,23-264,12/1/2023,14:02,FIELD OF VIEW,COYOTE,1,TRAVEL,3,,,1,,visibility poor with lighting and heat waves,,,,
29850,23-264,12/1/2023,14:02,FIELD OF VIEW,GOLDEN EAGLE,2,PERCHED,3,,,1,,visibility poor with lighting and heat waves,,,,
29851,23-264,12/1/2023,14:12,AT CARCASS,RAVEN,23,FEED,3,,,1,,,,,,
29852,23-264,12/1/2023,14:12,CARCASS ARENA,WOLF,1,TRAVEL,3,,,1,,,,,,
29853,23-264,12/1/2023,14:12,CARCASS ARENA,RAVEN,6,GROUND,3,,,1,,,,,,
29854,23-264,12/1/2023,14:12,FIELD OF VIEW,WOLF,14,REST-SLEEP,3,,,1,,,,,,
29855,23-264,12/1/2023,14:12,FIELD OF VIEW,RAVEN,1,TRAVEL,3,,,1,,,,,,
29856,23-264,12/1/2023,14:12,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,1,,,,,,
29857,23-264,12/1/2023,14:12,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,,,,,
29858,23-264,12/1/2023,14:22,AT CARCASS,RAVEN,6,FEED,3,,,1,,,,,,
29859,23-264,12/1/2023,14:22,AT CARCASS,MAGPIE,1,FEED,3,,,1,,,,,,
29860,23-264,12/1/2023,14:22,AT CARCASS,GOLDEN EAGLE,1,FEED,3,,,1,,,,,,
29861,23-264,12/1/2023,14:22,CARCASS ARENA,RAVEN,14,GROUND,3,,,1,,,,,,
29862,23-264,12/1/2023,14:22,CARCASS ARENA,MAGPIE,1,GROUND,3,,,1,,,,,,
29863,23-264,12/1/2023,14:22,FIELD OF VIEW,WOLF,15,REST-SLEEP,3,,,1,,,,,,
29864,23-264,12/1/2023,14:22,FIELD OF VIEW,RAVEN,5,GROUND,3,,,1,,,,,,
29865,23-264,12/1/2023,14:22,FIELD OF VIEW,MAGPIE,2,GROUND,3,,,1,,,,,,
29866,23-264,12/1/2023,14:32,AT CARCASS,RAVEN,23,FEED,3,,,1,,,,,,
29867,23-264,12/1/2023,14:32,CARCASS ARENA,RAVEN,4,GROUND,3,,,1,,,,,,
29868,23-264,12/1/2023,14:32,CARCASS ARENA,GOLDEN EAGLE,1,TRAVEL,3,,,1,,,,,,
29869,23-264,12/1/2023,14:32,FIELD OF VIEW,WOLF,15,REST-SLEEP,3,,,1,,,,,,
29870,23-264,12/1/2023,14:32,FIELD OF VIEW,RAVEN,5,GROUND,3,,,1,,,,,,
29871,23-264,12/1/2023,14:32,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,1,,,,,,
29872,23-264,12/1/2023,14:32,FIELD OF VIEW,COYOTE,1,MILL,3,,,1,,,,,,
29873,23-264,12/1/2023,14:42,AT CARCASS,COYOTE,1,FEED,3,,,1,,,,,,
29874,23-264,12/1/2023,14:42,CARCASS ARENA,RAVEN,28,GROUND,3,,,1,,,,,,
29875,23-264,12/1/2023,14:42,CARCASS ARENA,MAGPIE,3,GROUND,3,,,1,,,,,,
29876,23-264,12/1/2023,14:42,CARCASS ARENA,COYOTE,1,INTERSPECIES-INTERACTION,3,,,1,,chasing ravens,,,,
29877,23-264,12/1/2023,14:42,FIELD OF VIEW,WOLF,15,REST-SLEEP,3,,,1,,,,,,
29878,23-264,12/1/2023,14:42,FIELD OF VIEW,RAVEN,5,GROUND,3,,,1,,,,,,
29879,23-264,12/1/2023,14:42,FIELD OF VIEW,MAGPIE,1,GROUND,3,,,1,,,,,,
29880,23-264,12/1/2023,14:52,AT CARCASS,RAVEN,6,FEED,3,,,1,,,,,,
29881,23-264,12/1/2023,14:52,AT CARCASS,COYOTE,1,FEED,3,,,1,,,,,,
29882,23-264,12/1/2023,14:52,CARCASS ARENA,RAVEN,13,GROUND,3,,,1,,,,,,
29883,23-264,12/1/2023,14:52,CARCASS ARENA,MAGPIE,1,GROUND,3,,,1,,,,,,
29884,23-264,12/1/2023,14:52,FIELD OF VIEW,WOLF,15,REST-SLEEP,3,,,1,,,,,,
29885,23-264,12/1/2023,14:52,FIELD OF VIEW,RAVEN,5,TRAVEL,3,,,1,,,,,,
29886,23-264,12/1/2023,14:52,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,1,,,,,,
29887,23-264,12/1/2023,14:52,FIELD OF VIEW,COYOTE,1,TRAVEL,3,,,1,,,,,,
29888,23-264,12/1/2023,15:02,AT CARCASS,RAVEN,1,FEED,3,,,1,,,,,,
29889,23-264,12/1/2023,15:02,AT CARCASS,MAGPIE,2,FEED,3,,,1,,,,,,
29890,23-264,12/1/2023,15:02,AT CARCASS,COYOTE,1,FEED,3,,,1,,,,,,
29891,23-264,12/1/2023,15:02,CARCASS ARENA,RAVEN,17,GROUND,3,,,1,,,,,,
29892,23-264,12/1/2023,15:02,FIELD OF VIEW,WOLF,15,REST-SLEEP,3,,,1,,,,,,
29893,23-264,12/1/2023,15:02,FIELD OF VIEW,RAVEN,12,GROUND,3,,,1,,,,,,
29894,23-264,12/1/2023,15:12,AT CARCASS,MAGPIE,1,FEED,3,,,1,,lost visibility to snow 1522 (ended count since also losing light),,,,
29895,23-264,12/1/2023,15:12,AT CARCASS,COYOTE,1,FEED,3,,,1,,lost visibility to snow 1522 (ended count since also losing light),,,,
29896,23-264,12/1/2023,15:12,CARCASS ARENA,RAVEN,18,GROUND,3,,,1,,lost visibility to snow 1522 (ended count since also losing light),,,,
29897,23-264,12/1/2023,15:12,FIELD OF VIEW,WOLF,15,REST-SLEEP,3,,,1,,lost visibility to snow 1522 (ended count since also losing light),,,,
29898,23-264,12/1/2023,15:12,FIELD OF VIEW,RAVEN,10,GROUND,3,,,1,,lost visibility to snow 1522 (ended count since also losing light),,,,
29899,23-264,12/2/2023,7:35,AT CARCASS,RAVEN,11,FEED,3.5,,,1,,,,,,
29900,23-264,12/2/2023,7:35,CARCASS ARENA,RAVEN,6,GROUND,3.5,,,1,,,,,,
29901,23-264,12/2/2023,7:35,CARCASS ARENA,MAGPIE,2,TRAVEL,3.5,,,1,,,,,,
29902,23-264,12/2/2023,7:35,FIELD OF VIEW,RAVEN,1,TRAVEL,3.5,,,1,,,,,,
29903,23-264,12/2/2023,7:45,AT CARCASS,RAVEN,6,FEED,3.5,,,1,,,,,,
29904,23-264,12/2/2023,7:45,CARCASS ARENA,RAVEN,4,GROUND,3.5,,,1,,,,,,
29905,23-264,12/2/2023,7:45,FIELD OF VIEW,RAVEN,2,TRAVEL,3.5,,,1,,,,,,
29906,23-264,12/2/2023,7:45,FIELD OF VIEW,MAGPIE,2,TRAVEL,3.5,,,1,,,,,,
29907,23-264,12/2/2023,7:45,FIELD OF VIEW,COYOTE,1,FEED,3.5,,,1,,,,,,
29908,23-264,12/2/2023,7:55,AT CARCASS,RAVEN,9,FEED,3.5,,,1,,,,,,
29909,23-264,12/2/2023,7:55,CARCASS ARENA,MAGPIE,1,TRAVEL,3.5,,,1,,,,,,
29910,23-264,12/2/2023,7:55,FIELD OF VIEW,COYOTE,1,TRAVEL,3.5,,,1,,,,,,
29911,23-264,12/2/2023,8:05,AT CARCASS,RAVEN,6,FEED,3.5,,,1,,,,,,
29912,23-264,12/2/2023,8:05,CARCASS ARENA,BALD EAGLE,1,PERCHED,3.5,,,1,,,,,,
29913,23-264,12/2/2023,8:05,FIELD OF VIEW,RAVEN,1,TRAVEL,3.5,,,1,,,,,,
29914,23-264,12/2/2023,8:15,AT CARCASS,RAVEN,7,FEED,3.5,,,1,,,,,,
29915,23-264,12/2/2023,8:15,FIELD OF VIEW,RAVEN,1,TRAVEL,3.5,,,1,,,,,,
29916,23-264,12/2/2023,8:25,AT CARCASS,RAVEN,5,FEED,3.5,,,1,,,,,,
29917,23-264,12/2/2023,8:25,CARCASS ARENA,RAVEN,1,GROUND,3.5,,,1,,,,,,
29918,23-264,12/2/2023,8:35,AT CARCASS,RAVEN,4,FEED,3.5,,,1,,,,,,
29919,23-264,12/2/2023,8:35,CARCASS ARENA,BALD EAGLE,1,PERCHED,3.5,,,1,,,,,,
29920,23-264,12/2/2023,8:35,FIELD OF VIEW,WOLF,7,MILL,3.5,,,1,,,,,,
29921,23-264,12/2/2023,8:45,AT CARCASS,RAVEN,3,GROUND,3.5,,,1,,no visibility (snow) 855-915,,,,
29922,23-264,12/2/2023,8:45,CARCASS ARENA,RAVEN,1,GROUND,3.5,,,1,,no visibility (snow) 855-915,,,,
29923,23-264,12/2/2023,8:45,CARCASS ARENA,BALD EAGLE,1,PERCHED,3.5,,,1,,no visibility (snow) 855-915,,,,
29924,23-264,12/2/2023,8:45,FIELD OF VIEW,WOLF,2,MILL,3.5,,,1,,no visibility (snow) 855-915,,,,
29925,23-264,12/2/2023,9:25,AT CARCASS,WOLF,3,FEED,3.5,,,1,,,,,,
29926,23-264,12/2/2023,9:25,CARCASS ARENA,WOLF,2,UNKNOWN,3.5,,,1,,,,,,
29927,23-264,12/2/2023,9:25,CARCASS ARENA,MAGPIE,2,GROUND,3.5,,,1,,,,,,
29928,23-264,12/2/2023,9:25,FIELD OF VIEW,WOLF,3,MILL,3.5,,,1,,,,,,
29929,23-264,12/2/2023,9:25,FIELD OF VIEW,RAVEN,5,GROUND,3.5,,,1,,,,,,
29930,23-264,12/2/2023,9:25,FIELD OF VIEW,MAGPIE,1,GROUND,3.5,,,1,,,,,,
29931,23-264,12/2/2023,9:35,AT CARCASS,RAVEN,4,FEED,3.5,,,1,,,,,,
29932,23-264,12/2/2023,9:35,FIELD OF VIEW,WOLF,7,MILL,3.5,,,1,,,,,,
29933,23-264,12/2/2023,9:35,FIELD OF VIEW,RAVEN,1,GROUND,3.5,,,1,,,,,,
29934,23-264,12/2/2023,9:45,AT CARCASS,WOLF,1,FEED,3.5,,,1,,,,,,
29935,23-264,12/2/2023,9:45,CARCASS ARENA,RAVEN,4,GROUND,3.5,,,1,,,,,,
29936,23-264,12/2/2023,9:45,CARCASS ARENA,MAGPIE,1,GROUND,3.5,,,1,,,,,,
29937,23-264,12/2/2023,9:45,FIELD OF VIEW,WOLF,6,REST-SLEEP,3.5,,,1,,,,,,
29938,23-264,12/2/2023,9:45,FIELD OF VIEW,RAVEN,2,GROUND,3.5,,,1,,,,,,
29939,23-264,12/2/2023,9:45,FIELD OF VIEW,MAGPIE,5,GROUND,3.5,,,1,,,,,,
29940,23-264,12/2/2023,9:55,AT CARCASS,RAVEN,5,FEED,3.5,,,1,,,,,,
29941,23-264,12/2/2023,9:55,CARCASS ARENA,MAGPIE,1,PERCHED,3.5,,,1,,,,,,
29942,23-264,12/2/2023,9:55,FIELD OF VIEW,WOLF,8,REST-SLEEP,3.5,,,1,,,,,,
29943,23-264,12/2/2023,9:55,FIELD OF VIEW,MAGPIE,3,GROUND,3.5,,,1,,,,,,
29944,23-264,12/2/2023,10:05,AT CARCASS,RAVEN,2,FEED,3.5,,,1,,,,,,
29945,23-264,12/2/2023,10:05,AT CARCASS,MAGPIE,2,FEED,3.5,,,1,,,,,,
29946,23-264,12/2/2023,10:05,CARCASS ARENA,MAGPIE,2,GROUND,3.5,,,1,,,,,,
29947,23-264,12/2/2023,10:05,FIELD OF VIEW,WOLF,7,MILL,3.5,,,1,,,,,,
29948,23-264,12/2/2023,10:05,FIELD OF VIEW,RAVEN,4,GROUND,3.5,,,1,,,,,,
29949,23-264,12/2/2023,10:15,AT CARCASS,WOLF,1,FEED,3.5,,,1,,,,,,
29950,23-264,12/2/2023,10:15,CARCASS ARENA,RAVEN,1,GROUND,3.5,,,1,,,,,,
29951,23-264,12/2/2023,10:15,CARCASS ARENA,MAGPIE,2,GROUND,3.5,,,1,,,,,,
29952,23-264,12/2/2023,10:15,FIELD OF VIEW,WOLF,5,REST-ALERT,3.5,,,1,,,,,,
29953,23-264,12/2/2023,10:15,FIELD OF VIEW,RAVEN,4,GROUND,3.5,,,1,,,,,,
29954,23-264,12/2/2023,10:25,AT CARCASS,WOLF,2,FEED,3.5,,,1,,,,,,
29955,23-264,12/2/2023,10:25,FIELD OF VIEW,WOLF,5,MILL,3.5,,,1,,,,,,
29956,23-264,12/2/2023,10:25,FIELD OF VIEW,RAVEN,4,GROUND,3.5,,,1,,,,,,
29957,23-264,12/2/2023,10:25,FIELD OF VIEW,MAGPIE,1,GROUND,3.5,,,1,,,,,,
29958,23-264,12/2/2023,10:35,AT CARCASS,WOLF,4,FEED,3.5,,,1,,,,,,
29959,23-264,12/2/2023,10:35,CARCASS ARENA,WOLF,1,MILL,3.5,,,1,,,,,,
29960,23-264,12/2/2023,10:35,FIELD OF VIEW,WOLF,1,REST-SLEEP,3.5,,,1,,,,,,
29961,23-264,12/2/2023,10:35,FIELD OF VIEW,RAVEN,4,GROUND,3.5,,,1,,,,,,
29962,23-264,12/2/2023,10:35,FIELD OF VIEW,MAGPIE,2,TRAVEL,3.5,,,1,,,,,,
29963,23-264,12/2/2023,10:45,AT CARCASS,WOLF,5,FEED,3.5,,,1,,,,,,
29964,23-264,12/2/2023,10:45,CARCASS ARENA,RAVEN,1,GROUND,3.5,,,1,,,,,,
29965,23-264,12/2/2023,10:45,CARCASS ARENA,MAGPIE,2,GROUND,3.5,,,1,,,,,,
29966,23-264,12/2/2023,10:45,FIELD OF VIEW,WOLF,2,REST-SLEEP,3.5,,,1,,,,,,
29967,23-264,12/2/2023,10:45,FIELD OF VIEW,RAVEN,3,GROUND,3.5,,,1,,,,,,
29968,23-264,12/2/2023,10:45,FIELD OF VIEW,MAGPIE,1,TRAVEL,3.5,,,1,,,,,,
29969,23-264,12/2/2023,10:55,AT CARCASS,WOLF,3,FEED,3.5,,,1,,,,,,
29970,23-264,12/2/2023,10:55,CARCASS ARENA,WOLF,1,MILL,3.5,,,1,,,,,,
29971,23-264,12/2/2023,10:55,CARCASS ARENA,MAGPIE,6,GROUND,3.5,,,1,,,,,,
29972,23-264,12/2/2023,10:55,FIELD OF VIEW,WOLF,2,MILL,3.5,,,1,,,,,,
29973,23-264,12/2/2023,10:55,FIELD OF VIEW,RAVEN,2,GROUND,3.5,,,1,,,,,,
29974,23-264,12/2/2023,10:55,FIELD OF VIEW,MAGPIE,1,GROUND,3.5,,,1,,,,,,
29975,23-264,12/2/2023,11:05,AT CARCASS,WOLF,1,FEED,3.5,,,1,,,,,,
29976,23-264,12/2/2023,11:05,CARCASS ARENA,WOLF,6,MILL,3.5,,,1,,,,,,
29977,23-264,12/2/2023,11:05,CARCASS ARENA,RAVEN,1,GROUND,3.5,,,1,,,,,,
29978,23-264,12/2/2023,11:05,CARCASS ARENA,MAGPIE,2,GROUND,3.5,,,1,,,,,,
29979,23-264,12/2/2023,11:05,FIELD OF VIEW,RAVEN,5,TRAVEL,3.5,,,1,,,,,,
29980,23-264,12/2/2023,11:05,FIELD OF VIEW,MAGPIE,3,GROUND,3.5,,,1,,,,,,
29981,23-264,12/2/2023,11:15,AT CARCASS,WOLF,2,FEED,3.5,,,1,,,,,,
29982,23-264,12/2/2023,11:15,CARCASS ARENA,WOLF,4,MILL,3.5,,,1,,,,,,
29983,23-264,12/2/2023,11:15,CARCASS ARENA,RAVEN,4,GROUND,3.5,,,1,,,,,,
29984,23-264,12/2/2023,11:15,CARCASS ARENA,MAGPIE,1,GROUND,3.5,,,1,,,,,,
